job_title_short;job_via;job_schedule_type;job_work_from_home;job_posted_date;job_no_degree_mention;job_health_insurance;job_country;salary_rate;salary_year_avg;salary_hour_avg;job_skills;job_location;company_name;job_title;search_location
Data Engineer;via Built In San Francisco;Full-time;FALSE;02/05/2023 23:11;FALSE;TRUE;United States;year;2100000;0;{sql, python, bigquery, airflow, tableau, looker, flow};Palo Alto, CA;Aptos;Data Engineer (Peninsula, CA);Illinois, United States
Data Engineer;via LinkedIn;Contractor;TRUE;05/05/2023 20:25;FALSE;FALSE;United States;hour;0;725;{python, java, sql, no-sql, sap};Anywhere;Harvey Nash USA;Data Engineer;California, United States
Data Scientist;via Indeed;Full-time;FALSE;12/05/2023 19:32;FALSE;TRUE;United States;year;550000;0;{r, python, go, linux};Richmond, VA;Virginia Commonwealth University;Data Scientist/Computational Biologist - Massey Cancer Center;Georgia
Senior Data Engineer;via ZipRecruiter;Full-time;FALSE;02/05/2023 15:11;FALSE;FALSE;United States;year;1250000;0;{sql, sql server, azure, databricks, spark, kafka, ssis};Rosemont, IL;TalentFish LLC;Senior Azure Data Engineer;Georgia
Senior Data Engineer;via Indeed;Full-time;TRUE;11/05/2023 18:52;TRUE;FALSE;Sudan;year;1125000;0;{python, scala, java, sql, aws, azure};Anywhere;CirrusDBA;Senior Data Engineer Lead;Sudan
Data Engineer;via Built In Chicago;Full-time;TRUE;25/05/2023 15:06;FALSE;TRUE;United States;year;2450000;0;{nosql, aws, gcp};Anywhere;Movable Ink;Principal Data Engineer (Remote);Texas, United States
Senior Data Engineer;via KTAL News Jobs;Full-time;FALSE;06/05/2023 06:29;FALSE;FALSE;United States;year;1800000;0;{python, sql, bigquery, oracle, redshift, gcp, aws, linux};Santa Ana, CA;Ledgent Technology;Sr Data Engineer (Python or SQL) (JO-36);Florida, United States
Data Analyst;via Indeed;Full-time;FALSE;26/05/2023 14:00;FALSE;TRUE;United States;hour;0;235;{sql, python, go, excel, dax, power bi};Elmira, NY;CASA-Trinity;Junior Data Analyst;New York, United States
Data Analyst;via ZipRecruiter;Full-time;FALSE;17/05/2023 19:00;FALSE;FALSE;United States;hour;0;245;{sap, tableau, power bi, alteryx, excel};Round Rock, TX;Russell Tobin;Data Analyst - Entry Level!;Texas, United States
Data Engineer;via Dice;Contractor;FALSE;26/05/2023 14:09;TRUE;FALSE;United States;hour;0;475;{shell, perl};Richardson, TX;Metasys Technologies;Test Data Engineer in Hybrid in Richardson, TX or Chicago, IL;Illinois, United States
Senior Data Scientist;via LinkedIn;Full-time;TRUE;25/05/2023 13:04;FALSE;FALSE;United States;year;1500000;0;{python, r, scala};Anywhere;Elsdon Consulting ltd;Senior Data Scientist;Illinois, United States
Data Scientist;via KHON2 Jobs;Full-time;FALSE;24/05/2023 22:02;FALSE;TRUE;United States;year;1200000;0;{python, r, java, sql, aws, azure, gcp, tensorflow, pytorch, scikit-learn, hadoop, spark};Saratoga Springs, NY;Confidential;Data Scientist, Artificial Intelligence (AI);New York, United States
Data Engineer;via Dice;Contractor;FALSE;31/05/2023 16:55;FALSE;FALSE;United States;hour;0;1050;{python, scala, aws, phoenix, tableau, codecommit, terraform};San Francisco, CA;Mice Groups;Sr. Data Engineer;Georgia
Senior Data Analyst;via Ladders;Full-time;FALSE;31/05/2023 02:00;FALSE;TRUE;United States;year;900000;0;{sql, python, go, tableau};San Jose, CA;Bill.com;Senior Product Data Analyst;California, United States
Data Engineer;via LinkedIn;Contractor;FALSE;06/05/2023 01:20;FALSE;TRUE;United States;hour;0;660;{python, sql, java, go, aws, snowflake, hadoop, spark, kafka};Charlotte, NC;Robert Half;Data Engineer (ETL);Georgia
Senior Data Engineer;via LinkedIn;Full-time;TRUE;02/05/2023 16:09;FALSE;FALSE;United States;year;1100000;0;{sql, azure, databricks};Anywhere;Adaptive Solutions Group;Senior Data Engineer;California, United States
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;26/05/2023 10:21;TRUE;FALSE;Thailand;year;1650000;0;{sql, python, scala, golang, gcp, redshift, snowflake, spark, kafka, hadoop, tableau, power bi, git};Thailand;Agoda;Data Architect (Bangkok based, relocation provided);Thailand
Data Engineer;via Ladders;Full-time;FALSE;15/05/2023 06:21;FALSE;FALSE;United States;year;1250000;0;{sql, python, bash, powershell, shell, mongodb, mongodb, sql server, oracle, gcp, azure, spark, kafka, hadoop, ssis};Columbus, OH;Wells Fargo;Lead Data Engineer (Big Data);New York, United States
Data Analyst;via Indeed;Full-time;FALSE;30/05/2023 16:01;FALSE;FALSE;United States;year;640000;0;{sql, python, power bi, sap, word, spreadsheet, git};Gainesville, FL;University of Florida;Data Management Analyst II;Florida, United States
Data Engineer;via Built In NYC;Full-time;TRUE;30/05/2023 23:27;FALSE;TRUE;United States;year;1700000;0;{python, r, sql, julia, scala, aws, snowflake, redshift, bigquery, spark, kafka, pandas};Anywhere;EnergyHub;Staff Data Engineer (Remote);Georgia
Senior Data Scientist;via LinkedIn;Full-time;TRUE;09/05/2023 12:11;FALSE;TRUE;United States;year;1300000;0;{go, sql, python, r};Anywhere;Harnham;Senior Data Scientist;Texas, United States
Data Analyst;via Snagajob;Full-time;FALSE;29/05/2023 14:00;TRUE;FALSE;United States;hour;0;230650;;San Mateo, CA;Robert Half;Data Analyst;California, United States
Senior Data Scientist;via Ai-Jobs.net;Full-time;FALSE;10/05/2023 00:54;FALSE;FALSE;Turkey;year;648000;0;{sql, sql server, azure, bigquery, ssis, power bi};İstanbul, Türkiye;VavaCars;Senior Business Intelligence Developer;Turkey
Senior Data Engineer;via LinkedIn;Full-time;TRUE;02/05/2023 16:10;FALSE;TRUE;United States;year;1625000;0;{sql, python, gcp, looker, terraform};Anywhere;Storm3;Senior Data Engineer;California, United States
Senior Data Analyst;via Ladders;Full-time;FALSE;25/05/2023 10:00;FALSE;TRUE;United States;year;900000;0;{sql, vba, ssis, excel, power bi};Brea, CA;Danaher;Senior Financial Systems Data Analyst;California, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;11/05/2023 09:45;FALSE;FALSE;Greece;year;974440;0;{t-sql, python, azure, databricks, spark, power bi};Athens, Greece;PeopleCert;Junior Data Engineer;Greece
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;11/05/2023 13:06;FALSE;FALSE;United States;year;1335000;0;{sql, nosql, elasticsearch, bigquery, snowflake, databricks, spark, airflow};United States;ZeroFox;Data Engineer;Texas, United States
Data Engineer;via Wall Street Careers;Full-time;FALSE;24/05/2023 20:06;FALSE;FALSE;United States;year;2875000;0;{snowflake, tableau, excel};New York, NY;Wall Street Careers;Data Engineer | Director (Data Warehouse & Analytics);California, United States
Data Engineer;via Ladders;Full-time;FALSE;09/05/2023 01:08;FALSE;TRUE;United States;year;1500000;0;{python, aws};Irvine, CA;The Capital Group Companies, Inc;Solutions Engineer III (Data Engineer)- Java and Python...;New York, United States
Senior Data Analyst;via LinkedIn;Full-time;TRUE;05/05/2023 15:17;TRUE;FALSE;United States;hour;0;650;{sql};Anywhere;Insight Global;W2 Sr. Data Analyst;Texas, United States
Senior Data Analyst;via Ladders;Full-time;FALSE;30/05/2023 13:00;FALSE;FALSE;United States;year;1150000;0;{sql, python, snowflake, oracle, aws};Hartford, CT;The Hartford Financial Services Group, Inc;Senior Business Data Analyst;New York, United States
Senior Data Engineer;via Ladders;Full-time;FALSE;15/05/2023 11:27;FALSE;FALSE;United States;year;1150000;0;{sql, python, sas, sas, r, oracle, aws, spark, airflow};Clermont, FL;AbbVie;Senior Data Engineer;Georgia
Data Engineer;via LinkedIn;Full-time;FALSE;08/05/2023 18:11;FALSE;TRUE;United States;year;1350000;0;;Plano, TX;HealthComp;Director of Data Engineering;California, United States
Data Analyst;via Dice.com;Full-time;TRUE;03/05/2023 23:00;TRUE;TRUE;United States;year;1300000;0;{sql, python, r, aws, redshift, snowflake, databricks, tableau};Anywhere;Kforce Technology Staffing;Lead Data Analyst;New York, United States
Data Scientist;via Ai-Jobs.net;Full-time;FALSE;24/05/2023 11:08;FALSE;FALSE;Sri Lanka;year;906700;0;{html, python, tensorflow, pytorch};Colombo, Sri Lanka;HolonIQ;Data Scientist;Sri Lanka
Software Engineer;via Ai-Jobs.net;Full-time;FALSE;04/05/2023 12:20;FALSE;FALSE;France;year;891000;0;{scala, python, flow, docker, kubernetes};Paris, France;Deezer;Senior Software Engineer - ML Ops;France
Senior Data Scientist;via LinkedIn;Full-time;FALSE;08/05/2023 20:04;FALSE;FALSE;United States;year;2250000;0;{python, r, aws, gcp, tableau, looker};San Francisco, CA;Glocomms;Senior Data Scientist;California, United States
Senior Data Scientist;via Upwork;Contractor;TRUE;08/05/2023 12:58;FALSE;FALSE;Sudan;hour;0;300;{python, tensorflow, pytorch, scikit-learn, tableau, power bi};Anywhere;Upwork;Senior Data Scientist;Sudan
Senior Data Analyst;via LinkedIn;Full-time;FALSE;01/05/2023 18:59;FALSE;TRUE;United States;year;750000;0;{sql, python, r, snowflake, aws, power bi, tableau};New York, NY;Orion Worldwide;Senior Data Analyst, Data Solutions;New York, United States
Data Scientist;via Clearance Jobs;Full-time;TRUE;16/05/2023 15:02;FALSE;FALSE;United States;year;1375000;0;{python, r, sql, pytorch, tensorflow, hadoop, spark, jira, confluence};Anywhere;Acclaim Technical Services;Data Scientist Remote / Telecommute Jobs;New York, United States
Data Engineer;via Built In Chicago;Full-time;FALSE;31/05/2023 23:09;FALSE;TRUE;United States;year;1370000;0;{sql, python, java, nosql, aws, gcp, azure, spark, unix, tableau, jenkins, github};Riverwoods, IL;Discover;Principal Data Engineer (Chicago, IL);Texas, United States
Data Analyst;via JobServe;Full-time;FALSE;31/05/2023 11:00;FALSE;FALSE;United States;year;1072500;0;{excel, word};Fairfax, VA;Leidos;Warehouse Data Analyst;New York, United States
Data Engineer;via LinkedIn;Full-time;FALSE;09/05/2023 08:26;FALSE;TRUE;United States;year;1050000;0;{python, bash, shell, gcp, pyspark, hadoop, airflow, unix};United States;CVS Health;Data Engineer (Informatica/Hadoop/Ab Initio);Florida, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;17/05/2023 00:09;FALSE;FALSE;United States;year;450000;0;{scala, java, python, nosql, sql, cassandra, aws, spark, kafka, hadoop, airflow, docker};Chicago, IL;Publicis Groupe;Big Data Engineer;Illinois, United States
Senior Data Engineer;via ZipRecruiter;Full-time;TRUE;02/05/2023 11:10;FALSE;FALSE;United States;year;1600000;0;{python, aws, redshift, snowflake, kafka, qlik};Anywhere;TheResumeReview.com;Senior Data Engineer;Georgia
Senior Data Engineer;via LinkedIn;Full-time;FALSE;30/05/2023 14:09;TRUE;FALSE;United States;year;1525000;0;{nosql, java, scala, python, aws, redshift, spark, hadoop, linux};Houston, TX;Aegistech;Senior Data Engineer - Big Data / Spark;Illinois, United States
Data Scientist;via Snagajob;Full-time;FALSE;12/05/2023 08:32;FALSE;TRUE;United States;hour;0;425;{python, aws, excel};Newport News, VA;AIC;Data Scientist;Georgia
Data Analyst;via Robert Half;Full-time;FALSE;17/05/2023 12:01;FALSE;FALSE;United States;year;875000;0;{sql, python, mysql, sql server, postgresql, excel, power bi};Fort Lauderdale, FL;Robert Half;Data Analyst;Florida, United States
Data Scientist;via LinkedIn;Full-time;TRUE;30/05/2023 15:04;FALSE;TRUE;United States;year;1300000;0;{sql};Anywhere;Eliassen Group;Data Scientist;Illinois, United States
Data Analyst;via Ladders;Full-time;FALSE;02/05/2023 07:00;FALSE;TRUE;United States;year;900000;0;{r, python, sql, tableau, looker};Washington, DC;Ad Hoc Labs (Burner);Data Analyst;New York, United States
Data Engineer;via LinkedIn;Full-time;FALSE;30/05/2023 15:08;FALSE;FALSE;United States;year;1050000;0;{sql, sql server, windows, ssrs};Pittsburgh, PA;Robert Half;Data Engineer;Illinois, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;05/05/2023 08:43;TRUE;FALSE;Mexico;year;1335000;0;{sql, azure, oracle, excel, ssis, git};Monterrey, Nuevo Leon, Mexico;DigitalOnUs;Data Engineer - SQL;Mexico
Data Engineer;via Ladders;Full-time;FALSE;30/05/2023 12:12;TRUE;FALSE;Canada;year;900000;0;{sql, scala, c#, java, spark};Toronto, ON, Canada;The Trade Desk;Senior / Staff Software Engineer - Data Engineering;Canada
Data Scientist;via Adzuna;Full-time;FALSE;29/05/2023 15:02;FALSE;TRUE;United States;year;1000000;0;{python, sql, sql server, hadoop, spark, kafka, powerpoint, excel, tableau, microstrategy, git, bitbucket};San Francisco, CA;Patterned Learning AI;Data Scientist (Entry Level );California, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;08/05/2023 14:44;FALSE;FALSE;Israel;year;974440;0;{python, go, aws, pandas};Tel Aviv-Yafo, Israel;Pagaya;Data Engineer;Israel
Machine Learning Engineer;via Ai-Jobs.net;Full-time;FALSE;17/05/2023 16:41;FALSE;FALSE;Thailand;year;720000;0;{python, go, git, flow};Bangkok, Thailand;Sertis;Quant Researcher (AI Asset Mgmt Team);Thailand
Data Engineer;via Ladders;Full-time;FALSE;09/05/2023 11:22;FALSE;TRUE;United States;year;1750000;0;{azure, databricks};Chicago, IL;CliftonLarsonAllen;Data Engineer;Texas, United States
Data Scientist;via Upwork;Contractor;TRUE;05/05/2023 19:20;FALSE;FALSE;United States;hour;0;500;{r};Anywhere;Upwork;Expert Statistician and Data Scientist for Predictive Modeling Project;Texas, United States
Data Scientist;via LinkedIn;Full-time;TRUE;15/05/2023 15:20;FALSE;FALSE;United States;year;1475000;0;{python, sql};Anywhere;Fractal;Clinical Data Scientist;Texas, United States
Data Analyst;via Dice;Full-time;FALSE;05/05/2023 21:00;TRUE;FALSE;United States;year;800000;0;;Washington, DC;Acadia Technologies, Inc.;Data Analyst;New York, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;17/05/2023 20:38;TRUE;FALSE;Netherlands;year;891000;0;{python, cassandra, kafka, spark, linux, git};Amsterdam, Netherlands;Adyen;DataOps Engineer, Streaming;Netherlands
Data Analyst;via Snagajob;Full-time;FALSE;02/05/2023 23:07;TRUE;FALSE;United States;hour;0;800;{power bi};Atlanta, GA;Experis;Data Analyst;Georgia
Data Engineer;via Ladders;Full-time;FALSE;26/05/2023 07:40;FALSE;TRUE;Sudan;year;900000;0;{sql, python, mongodb, mongodb, cassandra, sql server, azure, databricks, oracle, snowflake, spark, unix, power bi, cognos, tableau, alteryx, github, jenkins, terraform};Dallas, TX;American Airlines;Data Engineer/Senior Data Engineer, IT Analytics;Sudan
Data Engineer;via Ladders;Full-time;FALSE;12/05/2023 08:30;FALSE;FALSE;Canada;year;1250000;0;{python, azure, selenium, kubernetes, jenkins, jira, confluence};Toronto, ON, Canada;Canada Pension Plan Investment Board;Lead Quality Engineer, Technology & Operations, Data Engineering;Canada
Data Scientist;via Indeed;Full-time;FALSE;15/05/2023 21:02;FALSE;TRUE;United States;year;1195500;0;{r, python, sql, nosql, sas, sas, excel, github};Bethesda, MD;Booz Allen Hamilton;Data Scientist;New York, United States
Data Analyst;via Indeed;Full-time;FALSE;30/05/2023 10:59;TRUE;TRUE;United States;year;8637346875;0;{sql, python, r, tableau, power bi};New York, NY;JBA;Data Analyst;New York, United States
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;24/05/2023 06:19;TRUE;FALSE;Brazil;year;792000;0;{sql, tableau};Brazil;Gympass;Staff Data Analytics | Global Analytics;Brazil
Data Engineer;via Indeed;Full-time;TRUE;30/05/2023 17:05;FALSE;FALSE;United States;hour;0;725;{python, sql, bigquery, gcp, hadoop, spark, pyspark, airflow, kubernetes, docker};Anywhere;Clairvoyant;GCP Data Engineer;New York, United States
Senior Data Scientist;via Indeed;Full-time;TRUE;11/05/2023 20:06;FALSE;TRUE;United States;year;1935000;0;{python, aws, pytorch};Anywhere;DNSFilter;Senior Data Scientist;Texas, United States
Business Analyst;via Ai-Jobs.net;Full-time;FALSE;17/05/2023 19:02;FALSE;FALSE;Greece;year;630000;0;{sql, python, r, snowflake, airflow, tableau};Athens, Greece;ORFIUM;Senior BI Analyst (HYBRID);Greece
Data Engineer;via LinkedIn;Contractor;FALSE;16/05/2023 15:15;FALSE;FALSE;United States;hour;0;750;{python, java, aws, databricks, spark};Moline, IL;Sunrise Systems, Inc.;W2 Job Opening for Data Engineer;Florida, United States
Data Engineer;via LinkedIn;Full-time;FALSE;16/05/2023 16:05;TRUE;FALSE;United States;year;2100000;0;{python, gcp, bigquery, oracle, airflow};;Soni;Data Engineer;New York, United States
Senior Data Scientist;via LinkedIn;Full-time;FALSE;03/05/2023 13:05;FALSE;FALSE;United States;year;1700000;0;{python, sql};United States;Harnham;Senior Data Scientist;Illinois, United States
Senior Data Engineer;via LinkedIn;Full-time;TRUE;31/05/2023 22:11;TRUE;FALSE;United States;year;1325000;0;{sql, powershell, sql server, azure};Anywhere;MMD Services;Senior Azure Data Engineer;Illinois, United States
Software Engineer;via Ai-Jobs.net;Full-time;FALSE;31/05/2023 11:09;FALSE;FALSE;United States;year;991500;0;{python, java, mysql, aws, aurora, azure, gcp, pandas, git, docker, kubernetes};Chicago, IL;Supernova Technology;Staff Software Engineer- Data Production;Texas, United States
Data Analyst;via LinkedIn;Contractor;FALSE;04/05/2023 13:00;FALSE;FALSE;United States;hour;0;550;{sql, tableau, excel, alteryx};Stamford, CT;Insight Global;Sr. Data Analyst;New York, United States
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;05/05/2023 21:48;FALSE;FALSE;Colombia;year;936000;0;{sql, r, python, bigquery, snowflake, jupyter, excel, power bi, tableau, powerpoint, jira, confluence};Bogotá, Bogota, Colombia;Publicis Groupe;Data Analytics Associate Director;Colombia
Data Analyst;via JobServe;Full-time;FALSE;05/05/2023 09:17;FALSE;TRUE;United States;year;740500;0;{sql, python, r, excel};California;Health Net;Data Analyst II (Healthcare Analytics);California, United States
Data Engineer;via LinkedIn;Contractor;FALSE;09/05/2023 21:27;FALSE;FALSE;Sudan;hour;0;625;{python, aws, azure, pyspark, numpy, pandas, hadoop, spark, kafka, django};Dallas, TX;Newt Global;Data Engineer - W2 Position;Sudan
Data Scientist;via ProActuary;Full-time;FALSE;28/05/2023 08:03;FALSE;TRUE;United States;hour;0;225;{r, python, sql, aws, excel, powerpoint};Denver, CO;Strive Health;Intern, Data Science;Texas, United States
Senior Data Scientist;via Ladders;Full-time;FALSE;16/05/2023 09:04;FALSE;TRUE;United States;year;900000;0;{sql, python, r, sas, sas, snowflake, oracle, aws, spss, powerpoint};Chicago, IL;WW Grainger;Senior Data Scientist;Illinois, United States
Data Engineer;via LinkedIn;Full-time;TRUE;09/05/2023 15:19;FALSE;FALSE;United States;hour;0;650;{python, sql, aws, snowflake};Anywhere;Robert Half;Data Engineer;California, United States
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;09/05/2023 14:26;FALSE;FALSE;United States;year;1413030;0;{python, java, scala, sql, nosql, dynamodb, aws, spark, airflow, tableau, atlassian};San Francisco, CA;Atlassian;Data Engineers;Florida, United States
Senior Data Analyst;via WJHL Jobs;Full-time;FALSE;07/05/2023 10:00;FALSE;TRUE;United States;year;875000;0;{sql, python, c#, r, java, power bi, ssrs};Rocklin, CA;Ledgent Technology;Sr. Data Analyst (JO-08);California, United States
Data Scientist;via LinkedIn;Full-time;FALSE;02/05/2023 17:06;FALSE;FALSE;United States;hour;0;315;{sas, sas, spss};Waterloo, IA;SGF Global;Data Scientist;Illinois, United States
Data Scientist;via Austin, TX - Geebo;Full-time;FALSE;25/05/2023 00:10;FALSE;FALSE;Sudan;hour;0;240;{python, r, scala};Austin, TX;Amazon.com Services LLC;Data Scientist II;Sudan
Data Engineer;via LinkedIn;Contractor;TRUE;25/05/2023 23:07;FALSE;TRUE;United States;hour;0;700;{sql, t-sql, go, sql server, azure, databricks, ssis, ssrs};Anywhere;Akkodis;Azure -SQL Developer/Data Engineer-with healthcare;Texas, United States
Data Scientist;via Indeed;Full-time;FALSE;12/05/2023 19:06;FALSE;FALSE;United States;year;978000;0;{python, java, scala, rust, sql, airflow, hadoop, spark};Charlotte, NC;Lowe's;Data Scientist - Machine Learning Operations;Florida, United States
Data Engineer;via Indeed;Full-time;FALSE;08/05/2023 18:12;TRUE;FALSE;United States;year;1675000;0;{scala, mongodb, mongodb, nosql, java, python, sql, cassandra, mysql, redshift, aws, azure, spark, hadoop, kafka, yarn};Irvine, CA;CyberCoders;Data Engineer - Scala + Spark;Illinois, United States
Data Analyst;via Indeed;Full-time;FALSE;26/05/2023 20:00;FALSE;TRUE;United States;year;8454159375;0;{excel};Providence, RI;Coastal Medical;Clinical Quality Data Analyst;New York, United States
Data Engineer;via Built In Colorado;Full-time;FALSE;12/05/2023 23:33;FALSE;TRUE;United States;year;1226000;0;{python, sql, hadoop, spark, pyspark};Denver, CO;Spectrum;Systems Engineer IV - Data Engineer (Hybrid) (Greater Denver Area, CO);Georgia
Data Scientist;via Central Illinois Proud Jobs;Contractor;FALSE;17/05/2023 18:10;FALSE;FALSE;Sudan;hour;0;430;{r, python, bash, shell, unix};United States;ETeam Inc;Data Scientist;Sudan
Data Scientist;via Ladders;Full-time;FALSE;29/05/2023 08:02;FALSE;FALSE;United States;year;3750000;0;{python, r, sas, sas};Fort Worth, TX;GM Financial;VP Data Science;Texas, United States
Data Engineer;via Ladders;Full-time;FALSE;09/05/2023 11:26;FALSE;FALSE;Sudan;year;1750000;0;;San Antonio, TX;Southwest Research Institute (SwRI);Lead Engineer - Principal Engineer - Systems Engineer - Data...;Sudan
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;15/05/2023 13:19;FALSE;FALSE;Nepal;year;985000;0;{r, go};Kathmandu, Nepal;CIMMYT;Assistant Research Associate (Data Analyst);Nepal
Machine Learning Engineer;via Ai-Jobs.net;Full-time;FALSE;17/05/2023 14:41;FALSE;FALSE;Thailand;year;792000;0;{python, go, aws, azure};Bangkok, Thailand;Sertis;Senior QA Engineer (AI Asset Mgmt Team);Thailand
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;05/05/2023 21:43;FALSE;FALSE;Pakistan;year;1475000;0;{sql, python, go, databricks, snowflake, power bi, tableau};Islamabad, Pakistan;Nisum;Data Engineer (ADF, Databricks, Snowflake);Pakistan
Senior Data Engineer;via LinkedIn;Full-time;FALSE;25/05/2023 16:24;FALSE;FALSE;United States;year;1510000;0;{sql, python, java, scala, aws, snowflake, spark, airflow, looker, tableau};Fort Worth, TX;Aditi Consulting;Senior Data Engineer;Florida, United States
Data Engineer;via Robert Half;Full-time;FALSE;05/05/2023 18:50;FALSE;TRUE;Sudan;year;1450000;0;{python, sql, nosql, azure, oracle, databricks};La Jolla, CA;Robert Half;Data Engineer;Sudan
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;10/05/2023 09:25;FALSE;FALSE;Indonesia;year;648000;0;{sql, sql server, excel, word, powerpoint};South Jakarta, South Jakarta City, Jakarta, Indonesia;Amartha;Audit Data Analytics & System Development;Indonesia
Data Analyst;via Central Illinois Proud Jobs;Full-time;FALSE;04/05/2023 18:01;FALSE;FALSE;United States;hour;0;255;{sap, tableau, power bi, alteryx, excel};Round Rock, TX;Bird Staffing;Data Analyst Lv1, 1st/2nd Shift - 2362;Texas, United States
Data Engineer;via Ladders;Full-time;FALSE;27/05/2023 07:07;FALSE;TRUE;United States;year;1150000;0;{python, java, shell, sql, sql server, mysql, db2, oracle, hadoop};Woonsocket, RI;CVS Health;Data Engineer;Texas, United States
Senior Data Engineer;via Ai-Jobs.net;Full-time;FALSE;15/05/2023 11:17;FALSE;FALSE;Poland;year;891000;0;{sql, aws, gcp, azure, databricks, snowflake, tableau, power bi};Warsaw, Poland;capital.com;Principal Data Architect;Poland
Data Scientist;via LinkedIn;Full-time;FALSE;24/05/2023 08:02;FALSE;TRUE;United States;year;1455700;0;{java, python, cassandra, scikit-learn, pytorch, spark, hadoop};New York, NY;CVS Health;Sr. Data Scientist;New York, United States
Data Engineer;via Indeed;Full-time;TRUE;11/05/2023 12:39;FALSE;TRUE;United States;year;1575000;0;{kotlin, java, sql, nosql, azure, splunk, kubernetes, terraform, gitlab};Anywhere;CyberCoders;Sr. Data Engineer;Georgia
Data Analyst;via Indeed;Full-time;FALSE;30/05/2023 16:01;FALSE;FALSE;United States;hour;0;275650;{word, powerpoint, excel};Gainesville, FL;UF Health Shands Hospital;Data Analyst, Pharmacy Administration;Florida, United States
Data Scientist;via Ladders;Full-time;FALSE;02/05/2023 11:06;FALSE;TRUE;United States;year;1250000;0;{python, sql, pandas, numpy, scikit-learn, jupyter};Springfield, MO;OReilly Automotive Inc;Lead Data Scientist;Illinois, United States
Data Scientist;via Upwork;Contractor;TRUE;25/05/2023 07:03;TRUE;FALSE;United States;hour;0;250;;Anywhere;Upwork;Data scientist required whou could create optimal working shifts...;Texas, United States
Data Analyst;via LinkedIn;Full-time;FALSE;15/05/2023 15:00;FALSE;FALSE;United States;hour;0;545;{visual basic, sql, excel, ms access};Trenton, NJ;Dantech Corporation Inc.;IT Data Analyst (701687) // US or GC // Hybrid Trenton, NJ // 1099, W2;New York, United States
Data Analyst;via Ai-Jobs.net;Full-time;FALSE;05/05/2023 11:33;FALSE;FALSE;Italy;year;530140;0;{python};Italy;Octopus Energy;Junior Data Analyst;Italy
Data Scientist;via Indeed;Full-time;FALSE;15/05/2023 14:26;FALSE;TRUE;United States;year;1300000;0;{python, r, sql};Washington, DC;EpochGeo;Geospatial Data Scientist;Georgia
Data Engineer;via Ai-Jobs.net;Full-time;FALSE;04/05/2023 17:08;FALSE;TRUE;United States;year;1775000;0;{azure, aws};Redwood City, CA;Balsam Brands;Manager, Data Engineering;California, United States
Data Engineer;via Indeed;Full-time;FALSE;30/05/2023 13:43;TRUE;TRUE;Sudan;year;1250000;0;{mysql, neo4j, snowflake};Sunnyvale, CA;Purple Drive Technologies;Data Engineer / Data Governance;Sudan
Data Engineer;via EchoJobs;Full-time;TRUE;15/05/2023 21:22;TRUE;TRUE;United States;year;1565000;0;{sql, python, scala, shell, aws, databricks, spark, hadoop, airflow, pyspark, docker};Anywhere;HealthVerity;Data Engineer;New York, United States
Data Analyst;via Indeed;Full-time;FALSE;25/05/2023 20:59;FALSE;TRUE;United States;year;675000;0;{sql, go, excel, flow};Saddle Brook, NJ;Progressive Hydraulics Inc.;Data Analyst;New York, United States
Senior Data Analyst;via LinkedIn;Full-time;FALSE;15/05/2023 23:00;FALSE;FALSE;United States;year;1300000;0;{sql, sql server, oracle, snowflake, aws, hadoop, power bi, sap, flow};Jersey City, NJ;Compunnel Inc.;Senior Data Analyst;New York, United States
Software Engineer;via The Big Bend Holiday Hotel;Full-time;FALSE;16/05/2023 00:22;FALSE;FALSE;Australia;hour;0;200;;Sydney NSW, Australia;Collins Aerospace;Lead Engineer;Australia
Data Engineer;via LinkedIn;Full-time;TRUE;03/05/2023 19:32;TRUE;FALSE;United States;year;1400000;0;{sql, python, java, scala, azure, databricks, snowflake, sap};Anywhere;Hexaware Technologies;Azure Data Engineer/Architect;Illinois, United States
Data Engineer;via Central Illinois Proud Jobs;Full-time;FALSE;06/05/2023 14:29;FALSE;TRUE;United States;year;1510000;0;;Hartford, CT;The Travelers Companies, Inc.;Data Engineer(AWS, Cloud, Python, Snowflake);Florida, United States
Data Engineer;via Ladders;Full-time;FALSE;15/05/2023 10:27;FALSE;FALSE;United States;year;1250000;0;{sql, powershell, azure, power bi, qlik};Lynnwood, WA;Crane Co;Data Engineer;Florida, United States
Data Scientist;via ZipRecruiter;Full-time;TRUE;11/05/2023 19:39;FALSE;FALSE;United States;year;1200000;0;{python, sql, pandas, scikit-learn};Anywhere;BlastPoint;Data Scientist;Georgia
